finance_id,product_id,date,address,units_sold,price,total_revenue,profit,revenue_per_unit,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding,extra_null_col1,extra_null_col2,Product_Name
FIN-TATA-2025-59188,MATPFCB9OLCKRI35B,23-04-2025,"Jakarta, Indonesia",3667.92,22000,8144.49,6416.22,7138.39,6087.47,4241.05,16500,7023.04,1589.87,80.38,2819.76,6163.05,5867.06,1381.84,9756.68,668.71,7216.08,3090.33,3582.25,7230.59,8984.86,4509.96,8363.43,2427.7,9975.31,2214.63,6888.23,, ,Tata Curvv – Petrol
FIN-TATA-2025-53971,MATAXHC0NREASA26C,23-04-2025,"Toronto, Canada",3657.3,35000,3485.19,7705.78,1914.93,1187.07,7499.75,28875,9089.6,5849.15,9947.08,4988.29,6072.32,7102.69,3953.82,1889.7,1762.59,6963.14,1700.33,546.96,2508.07,4321.72,3149.8,935.68,9351.03,8067.54,3141.83,2627.28,, ,Tata Curvv – Electric
FIN-TATA-2025-43060,MATHNAO32JLJK992S,23-04-2025,"Jamshedpur, India",5779.55,28000,5366.03,5401.85,2785.3,681.13,5891.59,19110,9198.86,3622.28,4784.04,5954.14,6071.5,6687.93,7377.76,3515.04,2675.04,830.23,7072.52,845.07,9435.89,3421.99,3705.89,3011.76,7910.74,4016.1,5834.43,8106.48,, ,Tata Harrier – Diesel
FIN-TATA-2025-21247,MATE4ZVTLRA6NJM1G,23-04-2025,"New Jersey, USA",1914.34,22000,845.59,1723.12,879.83,6618.6,6463,18040,3269.32,1445.68,2088.75,7796.93,6536.68,4706.04,8696.12,641.18,8696.98,580.42,9921.57,7411.27,3337.15,345.34,6872.34,6055.16,6077.91,9709.72,2813.49,9046.64,, ,Tata Altroz – Petrol
FIN-TATA-2025-90397,MAT9ZGXSO0XYDYBP5,23-04-2025,"Jamshedpur, India",4098.12,22000,8499.74,6112.31,2018.01,3407.4,1421.19,14300,3369.2,8091.53,8343.99,7557.36,56.18,2076.84,1735.95,1656.71,3838.17,4068.42,299.08,4317.93,6376.27,9257.99,4921.68,855.45,477.92,8961.63,4559.47,8006.53,, ,Tata Curvv – Petrol
FIN-TATA-2025-13714,MATQ8B61ZLVIBLC2U,24-04-2025,"Seoul, South Korea",4177.81,22000,5805.68,7881.47,7932.63,4812.41,9236.3,16500,6697.92,3741.17,5829.91,9390.44,8088.22,6051.85,6054.7,2484.24,2900.78,77.99,7664.69,1948.46,1899.26,5994.93,6871.73,544.04,5299.68,4765.11,9916.43,1064.78,, ,Tata Curvv – Petrol
FIN-TATA-2025-52689,MATQP67RYZ9Z5N2DT,24-04-2025,"Pune, India",7120.53,20000,9831.51,5870.21,6591.25,5404.34,1724.06,13000,6411.11,7155.8,1721.85,7332.71,2546.96,909.99,3370.14,3271.66,4357.92,7360.4,6325.87,5743.96,3222.26,7653.87,9408.1,6321.15,8847.32,202.37,1896.48,1873.9,, ,Tata Tiago – CNG
FIN-TATA-2025-14935,MATKXEOP8C3GD8ZPF,24-04-2025,"Dubai, UAE",9228.89,35000,582.87,8305.95,7871.05,9596.36,940.78,28875,3375.93,7272.69,257.98,6824.32,2466.94,1955.3,6762.51,9993.59,2208.46,3619.51,9285.7,8260.9,1875.78,9084.62,7353.14,9214.46,1320.36,4751.84,4108.88,3369.33,, ,Tata Curvv – Electric
FIN-TATA-2025-64360,MAT7516NVG8XXCL7X,24-04-2025,"Bangalore, India",8820.42,22000,1544.54,9285.11,2772.22,990.03,8650.21,14300,1263.7,9891.27,5218.92,5776.34,1822.36,8866.95,7500.99,6380.69,75.72,6661.52,39.56,9436.47,3123.24,1500.32,6919.71,4314.67,7234.26,7982.67,9377.68,1799.99,, ,Tata Tigor – Petrol
FIN-TATA-2025-18318,SAL23QS1B0V28O8VX,24-04-2025,"Dubai, UAE",376.04,22000,6633.94,3762.54,5330.34,453.99,6702.37,16500,1887.15,1767.46,5335.67,9221.91,948.88,7689.57,4445.54,7399.95,1530.93,5352.21,1185.85,8261.74,5896.56,1353.17,9497.37,5803.87,8938.83,2252.66,1076.37,7565.73,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-90530,SALMHNNGEHMCT6AYS,24-04-2025,"Nairobi, Kenya",6536.47,28000,2630.22,3946.14,7301.92,2207.62,7879.79,22050,4123.06,1696.47,3171.67,4073.44,9853.39,6311.98,2240.78,3674.91,3433.09,993.02,3573.22,3503.24,1749.56,9496.19,1348.33,6746.38,1100.54,4478.75,6902.87,8538.65,, ,Range Rover Evoque – Diesel
FIN-TATA-2025-59777,SALYZL7MMGBJ3UN0D,24-04-2025,"Jakarta, Indonesia",1184.03,22000,1104.75,6291.13,5838.66,5042.7,2443.84,16500,5301.42,8698.05,4711.68,174.67,2728.83,1644.34,2053.25,2742.41,6235.71,8901.43,3795.2,3935.93,118.64,6981.47,4291.67,8070.17,7492.39,8039.53,5863.98,6634.84,, ,Discovery Sport – Petrol
FIN-TATA-2025-29288,SAL2PZ8GOU9TMC7NX,24-04-2025,"Dubai, UAE",6205.89,22000,6629.79,6474.62,9727.94,447.55,8497.31,16500,6044.23,2548.51,1109.04,9283.15,2075.64,2081.72,2780.5,4059.42,2994.97,5702.04,4265.75,1139.48,2428.87,5969.02,6301.81,1491.36,2465,7351.17,4889.27,9413.52,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-30061,MATJ0AEFL6PJ8RO6G,24-04-2025,"Bangkok, Thailand",3931.04,28000,6767.41,1869.8,5958.96,9214.16,8785.93,22050,2019,6847.65,5489.99,8922.24,3008.05,8441.74,2728.43,1128.43,8458.51,2660.48,3603.08,7103.97,1105.9,793.21,1749.37,3921.05,3521.94,7410.72,7147.89,8107.95,, ,Tata Safari – Diesel
FIN-TATA-2025-62313,MATGTRT1BI57DYVAT,24-04-2025,"Toronto, Canada",9574.95,22000,9802.51,9150.08,6279.47,2287.08,4518.92,16500,5423.5,6262.67,3840.81,6697.94,5200.11,8450.33,6450.6,1747.61,5317.59,9726.49,782.74,2400.53,7554.79,5570.46,8731.21,3666.76,9833.89,9816.8,9343.05,8380.82,, ,Tata Tigor – Petrol
FIN-TATA-2025-49932,SALGXTJXR5JUFW2RB,24-04-2025,"Sao Paulo, Brazil",8478.69,22000,6628.19,2183.5,6612.63,2491.49,9550.73,16500,4566.45,1144.43,4400.01,7199.65,2758.9,1492.3,8790.89,6681.92,2076.97,6093.52,1217.92,4323.04,3181.17,2091.29,7530.01,7703.58,1000.77,370.54,2692.38,2301.1,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-88145,MATJQRN9KKSCN5NGT,24-04-2025,"Riyadh, Saudi Arabia",6353.52,22000,3792.91,1785.1,4497.92,2192.22,7803.89,16500,7376.48,5659.45,7148.81,5491.55,1300.39,7540.36,848.87,4052.48,7010.15,6932.56,3686.66,3100.02,1569.82,1588.29,4019.02,1729.86,8506.17,9003.61,4506.05,765.88,, ,Tata Tigor – Petrol
FIN-TATA-2025-95708,SALR35J8RLM6XRS4N,24-04-2025,"Johannesburg, South Africa",6868.56,22000,8457.72,5705.8,1848.91,6812.12,8585.27,16500,7671.96,4466.4,8427.22,649.81,5905.2,7413.99,5332.54,1351.92,3898.67,6012.5,2192.21,4027.86,358.03,6321.45,4789.71,4080.96,5682.94,1586.48,7325.55,8151.5,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-82665,MATYQA9NORGJCI08G,24-04-2025,"Nitra, Slovakia",9734.14,28000,985.78,3676.6,9053.41,5073.61,9472.85,22050,499.38,3725.04,9494.49,7744.28,8839.26,7955.87,1507.28,6193.57,7836.56,8324.64,4053.18,4159.83,9271.72,6011.39,3154.87,1702.08,9096.39,8332.77,373.42,3312.87,, ,Tata Altroz – Diesel
FIN-TATA-2025-31154,SAL0UIDLDT9QL13K9,24-04-2025,"Nairobi, Kenya",3245.33,28000,7688.05,3791.2,5501.34,164.72,7629.67,22050,653.38,3095.99,5038.02,6262.01,8485.18,9355.52,312.6,3496.74,5511.39,8649.8,7345.83,9313.84,3619.72,3699.37,6060.34,464,6686.96,2251.99,9583.13,8198.55,, ,Range Rover Evoque – Diesel
FIN-TATA-2025-69637,SALJS481TAB0DONEJ,24-04-2025,"Jamshedpur, India",2456.34,28000,6442.63,138.5,1301.88,7536.88,2843.57,19110,9926.37,7858.91,4273.87,8565.09,5930.43,9234.97,859.68,255.32,2362.41,6395.4,3770.97,4233.38,4130.61,4067.45,5846.15,2948.04,4242.26,1862.55,5361.57,7671.57,, ,Land Rover Defender – Diesel
FIN-TATA-2025-35162,SAL7QL5ELAQ8OVJ5N,24-04-2025,"Toronto, Canada",1771.5,22000,1447.84,8956.44,6633.38,2636.74,3903.57,16500,418.09,1809.58,5201.13,6283.92,2878.09,8047.12,6759.35,2762.71,6523.6,3529.85,1657.97,6926.88,7362,1125.4,62.53,702.04,8974.87,3934.63,5791.97,9913.58,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-81509,SALWFUIN3KTOO7KD8,24-04-2025,"Solihull, UK",435.25,28000,3978.14,575.67,5282.99,4445.92,4436.67,24402,8356.8,4371.09,9964.64,5138.48,2727.38,2300.2,9619.66,3441.37,5900.87,5600.31,9246.41,2991.03,9010.81,5520.81,6251.49,2619.96,159.89,1520.07,925.31,6480.16,, ,Land Rover Defender – Diesel
FIN-TATA-2025-36078,MATM186MWKVZROYCV,24-04-2025,"Chennai, India",4589.53,22000,3372.23,6304.16,6654.2,971.83,7765.87,14300,6994.78,7404.42,4556.96,8457.98,3034.92,7013.43,9726.08,6323.89,1902.63,8014.03,4451.92,3248.66,3083.58,5906.21,8859.57,1665.19,7634.27,7356.48,4662.73,3918.43,, ,Tata Tigor – Petrol
FIN-TATA-2025-47611,MATOHPWR7F5FVPGS5,24-04-2025,"Shanghai, China",4983.78,35000,4546.8,3737.49,2075.55,3751.17,1756.13,23870,3095.34,6716.17,2567.5,1002.74,9629.28,6780.49,9648.8,6641.16,1332.79,2698.26,7737.98,9123.28,7896.83,9011.85,2419.97,1373.4,532.24,3557.22,4458.27,6389.97,, ,Tata Tigor EV – Electric
FIN-TATA-2025-48550,SALKUPMFU3QG6OT05,24-04-2025,"Dhaka, Bangladesh",1288.48,28000,3197.75,6051.35,4501.63,6831.84,9024.36,22050,1394.58,936.19,7111.75,2825.55,3310.72,9323.52,87.54,5196.37,8886.22,4108.6,3802.5,3255.41,1158.75,7167.95,2296.56,2949.26,9172.86,8711.65,2825.02,6635.83,, ,Land Rover Defender – Diesel
FIN-TATA-2025-93962,MATHG2L0USPP1U10Q,24-04-2025,"Bangalore, India",487.16,28000,8558.48,4902.37,1968.29,7001.59,6263.05,19110,1382.74,3919.08,8770.67,3107.84,4869.3,1807.83,1306.65,2111.08,1049.53,5348.2,693.93,6891.17,905.55,6147.34,3421.36,5448.41,4516.82,1866.8,905.83,6336.86,, ,Tata Safari – Diesel
FIN-TATA-2025-77610,MATQJH3H57HGIMHWA,24-04-2025,"Mumbai, India",7368.16,28000,9679.2,4249.65,1630.38,3156.18,7732.92,19110,1556.8,6383.05,7091.55,8970.2,4027.97,7993.24,9199.32,3426.04,7784.77,6008.88,5178.8,33.7,4593.72,4534.31,1998.13,2796.56,5370.37,5258.15,9103.52,9142.56,, ,Tata Harrier – Diesel
FIN-TATA-2025-75954,MATO91RXLFJHHSTMW,24-04-2025,"New Jersey, USA",1553.65,22000,4918.06,7509.23,3108.31,4809.44,7284.79,18040,4633.32,6355.18,5406.83,4551.45,3741.35,3230.26,4146.64,4701.76,7908.97,5962.5,3611.55,6484.69,5776.26,3775.03,6825.08,2891.44,7942.65,202.11,1320.56,3603.69,, ,Tata Altroz – Petrol
FIN-TATA-2025-49025,SALTVN16PYHS2AM3L,24-04-2025,"Dubai, UAE",55.36,28000,324.35,403.16,7847.22,9784.05,9385.24,22050,4225.91,7612.7,1353.52,599.68,7010.95,782.49,3662.43,9909.88,4587.88,3785.67,7175.15,3643.9,1039.14,7749.67,6310.62,7543.46,3326.57,2303.16,2581.85,7248.75,, ,Range Rover – Diesel
FIN-TATA-2025-41932,MATU8BKV5JJCYQ56J,24-04-2025,"Mumbai, India",1509.65,22000,1018.1,7791.89,9828.21,8747.13,7917.18,14300,9704.24,5470.12,3773.58,7861.48,8570.24,3192.31,5054.69,1858.89,2222.35,8536.57,7301.61,9582.85,6545.01,5914.74,6114.77,4619.2,8876.18,8700.5,1635.51,3437.97,, ,Tata Nexon – Petrol
FIN-TATA-2025-94616,MATP6MBJGANGPCJTP,24-04-2025,"New Jersey, USA",5240.85,28000,9822.88,9404.28,6116.28,5082.12,4936.59,24108,2946.67,5983.94,5341.67,4024.08,349.51,1236.8,5124.21,2203.38,5865.55,2523.24,5025.39,4741.75,8007.79,3542.39,8117.76,789.8,1503.81,2643.17,8468.96,9183.03,, ,Tata Altroz – Diesel
FIN-TATA-2025-79382,MATFQAXB22FFXQ5B2,24-04-2025,"Buenos Aires, Argentina",9275.35,35000,8259.31,8434.91,7641.87,9011.43,5223.7,28875,8048.79,5064.98,9734.76,6522.14,2978.98,6087.11,7961.52,6260.82,8479.04,4280.28,2683.64,5510.52,1510.32,2515.52,9013.45,2593.75,1833.17,4251.62,6074.91,6784.35,, ,Tata Punch EV – Electric
FIN-TATA-2025-31835,MAT59HK397BQKOXBS,24-04-2025,"Graz, Austria",4622.46,28000,1848.34,4739.68,1108.08,6129.08,2109.71,22050,7595.16,2206.5,7209.68,3856.97,6330.93,9153.36,4884.36,5429.05,2966,3199.45,1930.69,5271.82,6445.51,6467.7,5163.46,9253.98,2596.26,1004.72,9783.77,6969.5,, ,Tata Altroz – Diesel
FIN-TATA-2025-53151,SALJCQCCK05JEI16U,24-04-2025,"Nairobi, Kenya",3607.91,22000,3445.58,9069.24,4506.25,1288.96,603.24,16500,6959.15,9683.5,3412.12,3817.89,8815.59,5979.54,4138.17,4277.74,5158.76,9569.14,2840.72,4952.84,1970.01,3609.52,3659.7,157.17,4312.77,7148.56,9316.06,6700.94,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-76960,MATYAUFWS0XYRBBJO,24-04-2025,"Bangalore, India",4816.35,35000,4874.67,4197.67,3034.59,6131.12,4140.1,25025,9794.56,8307.66,6374.33,8151.52,7709.57,1996.77,7277.01,4300.08,9139.91,2123.03,7503.96,2972.91,9221.48,554.59,8341.24,1220.45,7944.42,6151.87,3919.02,2343.82,, ,Tata Punch EV – Electric
FIN-TATA-2025-91872,MATU78LANKM8DRBUE,24-04-2025,"Nairobi, Kenya",1696.41,22000,1375.13,6894.82,2784.46,1426.86,7916.15,16500,1184.6,9432.28,2864.28,4802.28,7272.64,6123.75,8892.94,3334.61,548.46,8846.73,3734.85,5096.08,2788.32,6897.22,262.65,8653.05,7536.85,3501.94,4521.07,5847.64,, ,Tata Nexon – Petrol
FIN-TATA-2025-61042,SALIOI80L96NR5FDK,24-04-2025,"Chennai, India",4902.77,28000,143.13,4421.21,7873.19,5826.08,1074,19110,2671.58,7566.28,8221.06,4449.11,9512.17,7021.64,4772.61,4177.48,2247.59,923.65,4470.11,8216.58,5264.85,5816.26,7330.85,951.24,349,2901.51,2958.71,7586.45,, ,Land Rover Defender – Diesel
FIN-TATA-2025-98104,SALFVLYOA2AJ40IFQ,25-04-2025,"New Jersey, USA",5160.69,22000,6339.86,9910.77,7763.98,1607.29,6407.89,18040,7684.71,4216.43,7408.09,2131.64,5613.59,1569.22,5940.02,3083.25,2924.62,9522.86,1519.8,3073.4,6437.12,144.92,2315.05,9548.37,7501.4,767.27,9718.56,8980.42,, ,Discovery Sport – Petrol
FIN-TATA-2025-61791,MATPURQY8A1YP6J1T,25-04-2025,"Bangalore, India",9266.9,22000,3808.58,5765.19,4141.23,5134.94,4403.18,14300,5363.92,2312.43,4016.6,7864.82,2016.15,1957.01,3030.43,5650.74,4865.05,6766.26,5692.65,5195.35,242.7,6446.19,2208.83,5223.64,4720.4,2784.73,629.36,217.2,, ,Tata Punch – Petrol
FIN-TATA-2025-65234,MATE7Q3FZJ8Q1YTMN,25-04-2025,"Nitra, Slovakia",7593.46,28000,8207.99,9086.57,6520.83,6329.73,5891.03,22050,1390.31,3731.73,1688.94,3571.95,4037.82,9769.64,8178.12,3264.93,9020.18,6531.15,6673.77,1983.3,7752.88,231.14,4933.08,5631.92,4695.78,4906.96,644.84,7848.38,, ,Tata Safari – Diesel
FIN-TATA-2025-77200,MATABCY9ZUUV7QR94,25-04-2025,"Bangalore, India",8481.13,35000,6211.87,3998.35,8067,4837.77,8164.61,25025,4588.66,1671.61,1720.79,7359.42,4263.45,412.37,7436.28,8322.05,2274.99,4856.02,3563.91,6257.52,8581.68,7019.72,7077.41,4856.01,5780.49,5286.81,9049.9,8833.1,, ,Tata Tigor EV – Electric
FIN-TATA-2025-43764,MATHU4ZP25QC7IVK5,25-04-2025,"Halewood, UK",1066.7,35000,9716.33,1910.49,5802.98,3976.92,3674.45,31955,1313.44,5093.83,3077.67,4079.55,1347.3,3939.09,8499.05,6192.65,8646.55,8487.32,730.09,9481.43,8866.58,8455.79,188.84,9185.35,5205.36,6521.04,7922.04,8811.99,, ,Tata Tigor EV – Electric
FIN-TATA-2025-45595,SALBUKHSP31HB8FN5,25-04-2025,"Dubai, UAE",2687.91,22000,2404.63,5200.15,6255.65,936.63,7020.21,16500,4935.58,5027.32,9174.71,5037.01,3675.75,2950.94,8249.3,250.26,665.11,7884.93,1287.35,4519.07,4582.62,9031.56,4106.82,9175.94,8174.22,6186.32,9622.79,7765.42,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-58741,SALM66VXWG7QZQU9A,25-04-2025,"Nitra, Slovakia",7539.92,35000,3752.2,6613.42,896.56,5542.37,6990.21,28875,7797.83,1745.34,8678.23,3446.67,8889.77,8717.35,5578.77,6479.23,2251.99,2713.34,8502.62,2342.92,2106.42,5280.17,2674.68,7990.98,1064.23,8124.81,9613.95,7832.71,, ,Jaguar I-PACE – Electric
FIN-TATA-2025-43192,MATWHHZO6299HRADF,25-04-2025,"Jamshedpur, India",5826.15,22000,1559.75,6823.14,2440.74,5746.57,1406.77,14300,8136.98,9286.75,9949.89,8668.8,9849.2,8167.79,6633.33,9536.36,5070.73,3453.4,2150.81,8311.62,7600.2,949.31,4463.61,9714.42,1349.31,5859.98,4366.76,9596.12,, ,Tata Curvv – Petrol
FIN-TATA-2025-55805,MATOG4HF6LLX4DSFX,25-04-2025,"Riyadh, Saudi Arabia",8542.79,28000,7971.59,6343.52,3545.4,1407.96,8625.37,22050,3069.84,1212.2,6331.7,3924.62,8068.67,7731.73,3989.71,5981.99,7662.67,7056.7,1006.81,3357.11,1030.52,2921.72,6178.12,7222.49,2654.68,6331.63,582.33,4792.13,, ,Tata Safari – Diesel
FIN-TATA-2025-63410,MATB2DE4PNF4YM9QM,25-04-2025,"Coventry, UK",1155.87,28000,7531.42,7711.58,5383.58,664.31,8996.64,24402,3593.11,8772.31,9035.8,7823.81,5663.52,4837.01,6829.9,5587.1,9841.87,6833.82,8325.24,7654.41,3223.93,8736.86,534.18,3942.94,206.8,716.43,4066.32,4120.66,, ,Tata Safari – Diesel
FIN-TATA-2025-14958,MATY00K8FKHZPAM5Q,25-04-2025,"Buenos Aires, Argentina",9312.89,20000,1483.91,690.01,9020.49,9064.9,130.68,15000,574.66,4482.69,7142.44,3409.4,260.05,8602.16,5456.8,7204.83,1847.16,4888.6,5876.01,9707.05,984.25,29.28,5440.4,2960.82,9236.77,5772.03,2864.82,7382.94,, ,Tata Tiago – CNG
FIN-TATA-2025-86309,SALOJXYQAOQOULLJ9,25-04-2025,"Pune, India",4305.16,28000,5789.73,4563.83,4886.59,2856.22,9076.22,19110,2051.5,4340.67,4582.92,6088.41,5491.3,9866.83,2982.16,7743.36,8219.08,5752.53,6246.55,8799.78,2874.99,300.52,5592.09,9742.61,9514.91,7496.3,6741.3,768.18,, ,Land Rover Defender – Diesel
FIN-TATA-2025-55519,MATAFWS0SA2ARETWV,25-04-2025,"Nairobi, Kenya",1421.59,22000,5430.22,7470.62,8989.84,972.48,8246.68,16500,3900.32,8956.86,7867.94,3197.87,7541.31,8571.86,4577.23,2275.5,2495.49,7433.8,7494,9650.17,9115.86,6665.88,8885.46,7129,3951.15,6052.79,6650.5,6845.07,, ,Tata Nexon – Petrol
FIN-TATA-2025-43821,SALKFNJJX4ZBKA4PQ,25-04-2025,"Jamshedpur, India",3132.29,28000,5328.92,9386.16,3269.24,5863.23,9351.31,19110,7307.28,9429.35,1477.32,301.94,2379.32,2149.88,1361.23,1960.87,9338.73,5127.5,904.92,6448.26,8349.99,375.43,1738.63,3065.13,5993.64,9852.13,1284.62,8016.89,, ,Land Rover Defender – Diesel
FIN-TATA-2025-87117,SALD7XAD89SIWJ63R,25-04-2025,"Dubai, UAE",3452.31,28000,5273.09,2720.52,9427.07,3524.5,9098.46,22050,5884.32,8110.82,3775.62,3021.23,2494.32,8470.17,4085.41,1501.28,9246.89,3369.54,6573.52,7182.13,271.85,4143.17,6681.46,887.51,3475.04,718.18,7529.51,5283.02,, ,Range Rover – Diesel
FIN-TATA-2025-48971,SALZWF6Z8YVWHM78T,25-04-2025,"Halewood, UK",3747.75,28000,5090.42,9929.89,2088.85,9289.16,8825.81,24402,2087.9,1686.69,9406.17,2409.47,9611.5,779.05,2630.09,2519.09,132.6,3231.39,469.7,4180.98,4215.68,2712.25,8588.63,1286.71,4528.09,1058.24,9327.36,7469.19,, ,Range Rover Evoque – Diesel
FIN-TATA-2025-53251,MATMSE5YSAIVLXTH0,25-04-2025,"Sao Paulo, Brazil",3136.21,22000,7079.97,3770.95,3465.17,1775.01,8481.58,16500,6691.76,1123.89,2981.81,7914.11,2675.04,9504.01,8185.17,4031.73,7961.63,7212.74,2146.92,7070.85,5812.11,7820.52,9956.5,3516.6,4276.61,168.1,2171.61,7227.72,, ,Tata Nexon – Petrol
FIN-TATA-2025-89498,MATOQ8KQ1WG8YFL6M,25-04-2025,"Seoul, South Korea",9572.08,28000,3988.96,2403.16,1185.16,7994.81,1960.63,22050,5338.11,8621.69,4790.85,2447.78,1581.74,6395.86,964.09,2977.89,6810.95,6142.2,1685.48,3683.36,6208.27,1304.74,5386.32,5897.85,8135.2,4868.17,3234.96,3793.38,, ,Tata Harrier – Diesel
FIN-TATA-2025-71605,MATEDHGZLM2Y4Y67L,25-04-2025,"Seoul, South Korea",617.78,35000,8369.49,8019.68,8642.41,9843.12,443.89,28875,1370.58,7445.68,1592.26,7274.45,2894.04,5696.29,8079.76,6298.48,118,5913.03,6944.5,2033.22,6278.15,8048.38,6654.88,1702.38,8382.36,6913.68,5009.79,465.84,, ,Tata Tigor EV – Electric
FIN-TATA-2025-44133,MAT07C8R79Q6X6PO0,25-04-2025,"Johannesburg, South Africa",114.96,20000,552.45,2590.72,4205.08,8031.36,2018.79,15000,2831.68,5807.03,9452.53,1917.21,7175.49,4662.36,7065,1602.65,9657.09,581.32,6545.65,6932.55,9208.91,3438.11,2583.63,3460.75,7267.14,3199.49,4730.5,8656.68,, ,Tata Tiago – CNG
FIN-TATA-2025-12271,MATKOBVUF8E7PP0VD,25-04-2025,"Riyadh, Saudi Arabia",8165,35000,6553.89,7110.59,7022.24,9298.73,6203.74,28875,8486.46,3578.62,5424.3,4855.16,3521.01,5089.37,9818.32,7214.5,3523.82,8055.53,4238.89,2790.34,706.3,711.78,640.18,5025.11,4194.84,8090.54,4429.2,5455.21,, ,Tata Punch EV – Electric
FIN-TATA-2025-37982,MATCID4QB42BPLUD7,25-04-2025,"Sao Paulo, Brazil",9085.6,22000,5102.4,2094.84,3554.71,4842.23,4965.19,16500,4193.61,6985.87,2627.68,1333.14,6419.01,3600.8,5556.62,5891.93,6214.47,5683.21,9932.47,7757.12,3020.55,9274.16,1587.53,6957.51,3674.3,5064.59,672.35,8179.9,, ,Tata Altroz – Petrol
FIN-TATA-2025-81985,SALKUHU68TWUCYVTT,25-04-2025,"Solihull, UK",2238.19,28000,5289.77,4377.24,2948.51,9674.19,9763.68,24402,1868.83,7628.63,7010.22,8744.46,1418.54,3723.95,518.01,2725.74,5866.36,7900.16,2603.84,9643.12,884.29,7463.11,2259.27,8474.22,8447.33,845.35,8090.3,6330.46,, ,Range Rover – Diesel
FIN-TATA-2025-86629,MATXQQJ6JR6IN9QMN,25-04-2025,"Dhaka, Bangladesh",5767.23,22000,4055.8,9027,830.18,2498.44,5869.64,16500,1517.15,7643.63,6230.53,3673.23,9654.32,5624.3,2952.14,7114.23,9819.99,4672.08,2218.68,8127.28,4633.95,9662.29,6864.21,2962.68,2936.49,7348.63,6576.5,2038.97,, ,Tata Punch – Petrol
FIN-TATA-2025-93261,MAT0OW4WRRR0QGYA0,25-04-2025,"Jakarta, Indonesia",6734.6,35000,4157.1,4607.53,2727.8,41.38,5873.31,28875,5484.4,514.37,5185.04,5419.92,6417.36,8085.06,6229.96,871.67,13.15,2193.54,4783.11,2834.54,9909.33,7758.58,7517.73,1996.59,4142.01,3459.95,8861.03,3178.62,, ,Tata Curvv – Electric
FIN-TATA-2025-64704,MATESRLXUFTQ5WGFI,25-04-2025,"Chennai, India",204.05,22000,7196.86,6273.57,1710.96,3264.56,3456.6,14300,9639.68,4267.75,3218.27,7994.49,6258.82,6770.5,7503.21,4201.74,4766.24,3073.06,293.94,1139.54,7307.42,5410.57,7782.39,3011.85,9956.22,5881.55,6605.71,3090.61,, ,Tata Nexon – Petrol
FIN-TATA-2025-29724,MAT0EBQSMGSB2L3NF,25-04-2025,"Dhaka, Bangladesh",3477.29,35000,9656.12,7777.35,1045.95,3778.58,221.44,28875,8836.12,2038.62,4934.72,3305.03,329.68,3793.3,9806.21,8275.46,2802.13,2645.22,6602.38,8754.3,6680.86,7320.24,6118.84,2527.85,592.53,663.08,7059.2,1358.22,, ,Tata Tigor EV – Electric
FIN-TATA-2025-66876,SALHP8ZNQMRRVXENA,25-04-2025,"Halewood, UK",4402.73,22000,6555.03,6483.42,7782.62,8940.09,289.36,18260,137.73,8048.59,1006.02,19.3,9959.57,6395.73,1089.71,9244.29,4911.33,1931.1,4935.22,646.71,5921.17,9042.58,33.42,9042.42,6411.08,4451.06,1308.12,503.56,, ,Discovery Sport – Petrol
FIN-TATA-2025-21125,SALNSTS4GK5IMDETA,25-04-2025,"New Jersey, USA",2868.4,22000,5726.99,9424.83,9086,7010.78,2633.03,18040,2497.22,5190,5021.2,8095.51,5897.91,263.31,3749.32,5434.82,6089.18,5444.82,7695.78,5765.79,1746.46,7488.77,3739.98,7383.97,1704.05,1270.4,2899.14,9465.24,, ,Range Rover Sport – Petrol
FIN-TATA-2025-52498,SALUE6PDNNAGI0L2N,25-04-2025,"Bangkok, Thailand",3183.01,22000,5999.26,4038.64,4249.47,9906.77,5020.24,16500,8060.91,6894.56,1508.5,3482.2,4741.48,8495.47,6267.1,6288.75,1174.37,3632.25,2452.47,6968.75,4434.86,5352.36,9344.26,7691.79,6661.07,2423.19,1036.95,4254.53,, ,Discovery Sport – Petrol
FIN-TATA-2025-32516,SALAJXZL3667ZGC4C,25-04-2025,"Jakarta, Indonesia",4026.28,22000,8583.2,970.41,9078.99,1989.99,3593.9,16500,1168.85,6501.35,5124.91,1852.53,4701.18,1835.58,4388.27,1514.49,3775.92,351.46,1057.43,358.57,7782.09,1752.26,7690.74,1836.79,6437,8049.09,3936.9,9440.59,, ,Range Rover Sport – Petrol
